,Y,textlength,review_count,average_stars,funny_vote_count,useful_vote_count,cool_vote_count,fans
1189,2.0,1218,58,3.1,2,14,3,2
1190,3.0,561,116,4.01,37,212,28,12
1191,4.0,191,26,3.39,4,31,0,6
1192,3.0,561,229,4.25,750,799,671,54
1193,2.0,1852,80,3.99,1,6,4,11
1194,3.0,941,8,4.47,1,1,2,4
1195,3.0,941,107,3.69,9,7,3,18
1196,4.0,191,60,4.16,0,6,0,2
1197,3.0,561,87,4.31,80,151,8,9
1198,2.0,1852,98,3.96,2,49,4,2
1199,5.0,108,3,5.0,0,7,0,0
1200,3.0,561,64,4.36,0,1,0,2
1201,5.0,1636,642,3.66,5796,6172,5893,175
1202,4.0,1138,642,3.66,5796,6172,5893,175
1203,4.0,455,642,3.66,5796,6172,5893,175
1204,2.0,1852,112,4.12,152,291,163,65
1205,4.0,1138,104,4.16,79,273,616,39
1206,5.0,1636,104,4.16,79,273,616,39
1207,3.0,561,104,4.16,79,273,616,39
1208,3.0,406,707,3.59,111,315,137,86
1209,4.0,455,1123,3.41,1052,1290,970,110
1210,5.0,326,120,4.0,2867,3141,2952,22
1211,3.0,561,120,4.0,2867,3141,2952,22
1212,4.0,191,17,4.53,92,103,102,5
1213,5.0,1636,864,3.61,171,146,145,72
1214,5.0,326,832,3.93,123,411,762,125
1215,5.0,1636,894,4.04,120,232,141,447
1216,5.0,326,47,4.13,5,47,6,6
1217,1.0,559,29,4.59,2,5,0,1
1218,2.0,557,96,3.61,38,71,8,5
1219,4.0,322,29,3.4,16,236,3,4
1220,2.0,557,76,4.0,2,32,1,13
1221,2.0,1852,3006,3.85,30990,31071,30950,574
1222,4.0,654,3006,3.85,30990,31071,30950,574
1223,3.0,1225,52,3.85,7,24,2,13
1224,2.0,557,312,3.76,9,16,5,6
1225,4.0,191,127,3.93,4,158,141,6
1226,4.0,1022,57,4.02,2329,4858,4257,14
1227,4.0,1026,78,3.88,21432,140024,150973,227
1228,3.0,941,78,3.88,21432,140024,150973,227
1229,5.0,326,78,3.88,21432,140024,150973,227
1230,3.0,561,78,3.88,21432,140024,150973,227
1231,1.0,380,78,3.88,21432,140024,150973,227
1232,5.0,1636,1350,3.46,379,491,525,123
1233,3.0,406,1415,3.34,315,1386,1575,142
1234,5.0,413,15,4.41,1,5,0,1
1235,3.0,941,153,3.49,3,13,4,3
1236,3.0,561,41,4.4,1,2,1,0
1237,2.0,1852,44,3.96,0,24,0,1
1238,5.0,326,1,4.0,0,0,0,2
1239,3.0,1225,26,4.0,0,1,0,2
1240,2.0,1852,203,2.65,243,400,175,16
1241,5.0,931,585,4.11,3259,13419,12772,187
1242,3.0,733,571,3.68,141,211,112,63
1243,4.0,191,34,4.89,1,48,2,8
1244,5.0,293,8,4.75,0,0,0,2
1245,1.0,380,189,3.99,30,53,400,36
1246,3.0,561,189,3.99,30,53,400,36
1247,2.0,1852,189,3.99,30,53,400,36
1248,4.0,1026,189,3.99,30,53,400,36
1249,3.0,941,189,3.99,30,53,400,36
1250,5.0,326,189,3.99,30,53,400,36
1251,2.0,557,33,4.15,0,1,0,4
1252,4.0,455,385,3.54,297,1491,267,78
1253,2.0,1852,153,3.9,528,628,587,31
1254,4.0,191,227,4.05,203,548,509,19
1255,2.0,1005,44,3.67,14,23,7,2
1256,4.0,654,408,3.9,16,163,20,39
1257,4.0,191,408,3.9,16,163,20,39
1258,4.0,99,14,4.57,0,8,0,0
1259,3.0,941,116,3.68,53,126,73,11
1260,4.0,1026,35,4.51,2,16,1,22
1261,5.0,326,35,4.51,2,16,1,22
1262,2.0,1852,197,3.81,44,52,14,17
1263,3.0,561,77,4.34,1871,1883,1875,25
1264,4.0,1022,44,4.41,265,483,289,12
1265,3.0,941,74,4.32,17,29,30,1
1266,3.0,561,9,4.22,3,11,7,0
1267,4.0,455,174,3.18,170,197,75,15
1268,5.0,326,15,4.15,5,10,4,0
1269,3.0,561,38,4.48,3,33,67,19
1270,3.0,1225,23,4.54,2,3,0,3
1271,4.0,1138,910,3.52,3847,3942,3862,76
1272,3.0,1225,27,3.52,6,28,1,0
1273,2.0,185,40,3.73,0,5,0,0
1274,2.0,737,45,3.33,1,1,0,2
1275,5.0,1636,529,3.91,6,15,5,45
1276,3.0,941,210,3.6,5,300,28,25
1277,4.0,191,122,3.8,966,2866,2197,44
1278,4.0,1022,79,3.79,124,290,169,16
1279,2.0,1852,160,4.58,17,298,9,4
1280,4.0,191,17,4.94,115,118,118,2
1281,2.0,1852,5,4.6,1,28,0,3
1282,3.0,561,5,4.6,1,28,0,3
1283,4.0,455,173,3.75,51,47,43,9
1284,2.0,557,53,3.64,8,13,0,5
1285,2.0,1852,94,3.9,81,143,123,13
1286,4.0,1026,94,3.9,81,143,123,13
1287,3.0,709,35,4.36,0,1,0,1
1288,3.0,561,20,2.65,0,1,0,0
1289,5.0,1636,728,3.8,1203,5867,2171,555
1290,4.0,1138,207,3.95,186,122,144,66
1291,2.0,557,48,4.12,1,8,3,6
1292,3.0,406,1516,3.63,59,83,33,164
1293,4.0,1010,120,3.52,40,582,36,9
1294,2.0,596,900,3.74,762,1255,605,187
1295,3.0,561,36,3.89,18,48,10,5
1296,5.0,320,222,3.32,183,185,99,28
1297,4.0,191,145,3.64,22,64,20,3
1298,5.0,1636,447,3.72,33,621,9,30
1299,3.0,561,102,4.28,82,141,83,0
1300,2.0,557,4,3.25,0,0,0,0
1301,5.0,604,59,3.74,0,2,0,6
1302,4.0,455,193,3.99,2,14,0,91
1303,3.0,561,321,3.64,16,83,18,19
1304,5.0,326,127,4.08,4,33,10,4
1305,3.0,941,34,3.97,1,7,4,4
1306,3.0,406,498,3.93,468,382,685,90
1307,4.0,191,743,3.21,90,1061,24,96
1308,4.0,1138,743,3.21,90,1061,24,96
1309,1.0,380,78,3.69,62,85,37,3
1310,4.0,455,456,3.67,439,297,700,47
1311,2.0,557,79,4.05,7,11,6,3
1312,3.0,561,422,3.28,995,2099,799,34
1313,4.0,1022,84,4.18,1,9,2,0
1314,3.0,561,52,4.41,4,225,8,9
1315,4.0,592,293,3.6,368,500,363,32
1316,4.0,455,293,3.6,368,500,363,32
1317,4.0,455,445,3.91,1119,1565,926,43
1318,5.0,1636,963,4.08,447,427,411,365
1319,3.0,347,963,4.08,447,427,411,365
1320,3.0,941,165,4.57,5750,5768,5762,34
1321,4.0,191,165,4.57,5750,5768,5762,34
1322,3.0,561,280,3.67,132,309,110,39
1323,1.0,380,280,3.67,132,309,110,39
1324,5.0,326,102,3.9,29,192,54,30
1325,4.0,1138,1077,4.04,327,221,140,83
1326,3.0,941,237,3.81,4,40,3,38
1327,2.0,1852,237,3.81,4,40,3,38
1328,5.0,143,20,3.8,22,145,49,1
1329,3.0,1225,245,4.65,25,31,16,28
1330,5.0,1636,495,4.27,150,348,235,26
1331,4.0,191,9,4.56,4,2,3,0
1332,4.0,1138,952,3.73,1090,833,1208,127
1333,5.0,326,952,3.73,1090,833,1208,127
1334,4.0,654,952,3.73,1090,833,1208,127
1335,5.0,1636,952,3.73,1090,833,1208,127
1336,4.0,1022,22,3.74,14,50,32,2
1337,4.0,1022,244,3.81,2535,3293,2790,14
1338,5.0,1636,59,4.08,8,21,7,2
1339,5.0,785,506,4.08,1615,3439,2458,225
1340,3.0,406,431,3.37,3649,3737,3670,26
1341,4.0,191,67,3.72,1,0,0,5
1342,1.0,380,192,4.06,1,4,19,21
1343,4.0,191,11,2.82,1,7,0,0
1344,2.0,1852,44,3.49,21,49,3,1
1345,5.0,1636,1283,3.66,61,54,38,56
1346,4.0,322,129,3.78,8,2,6,14
1347,4.0,1138,236,3.79,1389,1584,1572,20
1348,3.0,733,249,4.03,1838,2039,1885,23
1349,4.0,1022,9,4.0,5,19,8,9
1350,3.0,941,56,3.83,219,94,30,8
1351,3.0,561,56,3.83,219,94,30,8
1352,2.0,1852,56,3.83,219,94,30,8
1353,5.0,326,56,3.83,219,94,30,8
1354,1.0,559,634,3.81,22,13,4,249
1355,4.0,1138,634,3.81,22,13,4,249
1356,5.0,1636,634,3.81,22,13,4,249
1357,1.0,559,56,4.18,11,37,3,12
1358,3.0,1225,84,3.58,43,166,53,8
1359,2.0,1852,84,3.58,43,166,53,8
1360,5.0,326,4,4.0,0,6,2,0
1361,4.0,191,202,3.89,38,75,36,20
1362,2.0,1852,39,3.76,0,10,1,7
1363,3.0,941,113,3.99,9,28,3,19
1364,4.0,455,870,3.81,592,976,272,93
1365,4.0,1138,1076,3.36,607,3609,15992,98
1366,3.0,561,1076,3.36,607,3609,15992,98
1367,5.0,1636,1076,3.36,607,3609,15992,98
1368,4.0,455,775,3.89,730,835,738,72
1369,5.0,326,65,3.94,5670,6077,5950,72
1370,2.0,1852,65,3.94,5670,6077,5950,72
1371,3.0,941,65,3.94,5670,6077,5950,72
1372,5.0,413,3,4.67,0,1,0,1
1373,3.0,941,7,3.86,0,0,0,0
1374,3.0,561,106,4.02,6,69,5,12
1375,4.0,455,414,3.82,62,1955,1118,78
1376,4.0,191,414,3.82,62,1955,1118,78
1377,4.0,191,447,4.51,13423,13450,13430,55
1378,4.0,1138,447,4.51,13423,13450,13430,55
1379,5.0,320,473,3.28,5533,10795,11407,119
1380,5.0,715,25,3.52,6,14,8,3
1381,4.0,455,1256,4.15,655,3868,1853,277
1382,4.0,592,1256,4.15,655,3868,1853,277
1383,2.0,557,49,3.75,0,10,0,0
1384,2.0,596,3,4.33,0,0,0,0
1385,5.0,108,42,2.79,4,42,4,2
1386,2.0,1852,240,3.95,30,139,105,64
1387,2.0,1852,359,3.56,294,412,220,99
1388,5.0,326,359,3.56,294,412,220,99
1389,2.0,557,69,3.96,5,22,1,5
1390,4.0,191,17,2.58,8,53,5,1
1391,4.0,322,43,4.19,9,91,4,1
1392,3.0,1225,191,3.88,109,135,104,71
1393,5.0,326,191,3.88,109,135,104,71
1394,4.0,1138,329,3.99,142,350,24,11
1395,4.0,1026,192,3.64,89,2617,378,17
1396,5.0,320,847,3.81,721,1778,2013,118
1397,3.0,406,847,3.81,721,1778,2013,118
1398,5.0,326,388,3.75,2077,2629,2874,69
1399,2.0,1852,388,3.75,2077,2629,2874,69
1400,3.0,941,388,3.75,2077,2629,2874,69
1401,4.0,268,388,3.75,2077,2629,2874,69
1402,4.0,322,17,3.67,1,2,0,6
1403,5.0,326,270,4.13,747,3155,1375,18
1404,3.0,561,8,4.13,0,0,1,0
1405,3.0,561,170,4.16,6,33,15,2
1406,4.0,1138,240,3.78,136,172,140,13
1407,3.0,561,10,4.18,2,9,1,0
1408,5.0,1213,2,4.5,0,3,0,0
1409,2.0,1852,563,3.82,126,480,145,152
1410,3.0,561,563,3.82,126,480,145,152
1411,4.0,1138,563,3.82,126,480,145,152
1412,2.0,737,45,4.17,1,6,5,1
1413,3.0,941,2,5.0,0,0,0,0
1414,1.0,380,120,3.97,0,1,0,0
1415,5.0,1636,123,3.56,900,1189,1136,24
1416,3.0,941,78,4.47,101,1115,706,12
1417,4.0,191,52,3.6,33,118,14,5
1418,1.0,324,6,3.17,0,0,0,1
1419,5.0,1636,455,4.19,2252,2927,1355,65
1420,4.0,1138,664,3.86,21,23,5,17
1421,2.0,1852,60,4.35,3,13,10,4
1422,4.0,592,6,2.33,7,7,4,0
1423,4.0,1022,8,2.75,0,2,0,0
1424,3.0,561,80,4.07,8,51,26,20
1425,4.0,268,80,4.07,8,51,26,20
1426,2.0,1852,80,4.07,8,51,26,20
1427,4.0,1022,2,4.5,0,1,0,2
1428,2.0,1349,9,4.0,1,0,0,1
1429,3.0,709,12,3.75,2,2,0,1
1430,3.0,561,381,3.9,3587,3699,4118,82
1431,2.0,557,93,3.6,3,41,1,6
1432,4.0,191,3,3.67,0,0,0,0
1433,2.0,1852,162,4.13,537,949,685,18
1434,3.0,561,2,5.0,0,0,0,0
1435,4.0,592,1158,3.89,228,3451,898,109
1436,4.0,455,1158,3.89,228,3451,898,109
1437,3.0,941,66,3.82,33,23,28,5
1438,5.0,326,8,4.13,0,5,1,0
1439,4.0,322,104,4.26,990,2012,1443,15
1440,1.0,559,104,4.26,990,2012,1443,15
1441,4.0,1022,79,4.29,7,81,18,9
1442,5.0,1636,608,3.72,268,650,494,59
1443,5.0,111,170,3.47,637,1111,850,14
1444,3.0,406,157,3.86,24,90,90,17
1445,5.0,326,36,3.68,3,27,12,4
1446,4.0,191,117,3.66,86,296,68,30
1447,3.0,941,37,4.05,0,2,0,3
1448,5.0,320,1210,3.86,7199,51934,19199,1330
1449,4.0,1138,316,4.16,4,5,8,166
1450,4.0,1010,86,3.84,15,115,8,2
1451,4.0,455,1187,3.6,89,537,170,108
1452,4.0,455,443,3.1,16,50,6,14
1453,4.0,191,98,3.32,57,128,82,7
1454,5.0,320,37,3.54,17,46,14,4
1455,1.0,559,202,3.86,8,88,25,12
1456,4.0,455,1179,3.87,1283,1380,1296,251
1457,1.0,380,338,3.87,1570,1710,1775,73
1458,5.0,293,42,4.14,2,8,3,3
1459,5.0,1636,911,3.82,2427,2467,2450,265
1460,2.0,1852,63,4.11,6,24,7,0
1461,4.0,1138,829,3.72,56,30,9,242
1462,2.0,596,181,3.43,30,77,15,3
1463,2.0,557,20,4.3,21,50,31,2
1464,5.0,230,3,4.0,3,7,1,0
1465,3.0,561,194,3.6,257,548,324,32
1466,2.0,1852,194,3.6,257,548,324,32
1467,1.0,559,29,3.61,1,24,16,5
1468,4.0,1022,43,3.89,4,13,7,12
1469,4.0,322,3,4.0,0,1,0,0
1470,2.0,557,41,3.59,2,0,0,2
1471,2.0,1852,66,3.99,20,38,18,8
1472,3.0,561,66,3.99,20,38,18,8
1473,2.0,557,62,3.82,6,4,3,3
1474,4.0,191,8,4.25,1,6,0,1
1475,5.0,326,352,3.49,24,452,79,43
1476,3.0,561,352,3.49,24,452,79,43
1477,3.0,941,48,3.98,2,1,0,9
1478,2.0,557,43,3.81,9,17,4,7
1479,5.0,1636,192,4.16,2,10,3,9
1480,4.0,191,163,3.4,20,76,13,9
1481,4.0,1138,652,3.52,402,949,621,69
1482,5.0,326,118,3.62,36,145,13,23
1483,4.0,1026,118,3.62,36,145,13,23
1484,3.0,561,19,3.35,1,2,1,1
1485,4.0,191,101,3.58,13,75,17,9
1486,4.0,99,32,4.09,2,3,2,1
1487,2.0,1852,22,3.64,0,2,0,1
1488,3.0,561,22,3.64,0,2,0,1
1489,5.0,326,354,3.74,201,464,27,34
1490,4.0,1138,1502,4.05,2235,2335,2262,477
1491,4.0,322,47,3.52,1,3,0,1
1492,3.0,709,125,3.3,54,130,41,5
1493,3.0,561,51,3.25,13,68,9,3
1494,5.0,1636,388,3.61,2399,2514,2439,241
1495,3.0,561,122,4.23,66,312,131,5
1496,4.0,455,205,3.59,145,199,61,4
1497,5.0,108,23,3.92,0,3,0,0
1498,3.0,561,60,3.42,40,306,37,7
1499,4.0,322,64,4.0,7,27,17,3
1500,4.0,322,39,3.63,0,24,0,0
1501,2.0,557,47,4.08,1,0,0,0
1502,3.0,406,28,3.93,5,16,0,0
1503,4.0,191,4,4.0,0,0,0,0
1504,5.0,1636,696,3.71,3207,3306,3178,99
1505,3.0,406,1949,3.83,9,123,46,99
1506,5.0,326,47,4.15,0,0,0,1
1507,3.0,347,503,3.12,97,35,30,57
1508,2.0,1852,117,4.55,101,407,109,27
1509,3.0,561,117,4.55,101,407,109,27
1510,5.0,326,117,4.55,101,407,109,27
1511,1.0,380,117,4.55,101,407,109,27
1512,4.0,191,30,3.9,2,155,0,4
1513,4.0,1138,925,3.67,27183,27394,27177,172
1514,2.0,1852,137,3.19,309,349,304,29
1515,3.0,561,137,3.19,309,349,304,29
1516,4.0,1022,120,3.8,1,2,0,5
1517,4.0,455,99,3.56,8,66,21,3
1518,4.0,1010,8,4.13,1,2,0,1
1519,5.0,785,1025,4.08,5946,10947,8267,208
1520,2.0,1852,151,3.95,72,279,16,40
1521,3.0,561,151,3.95,72,279,16,40
1522,3.0,941,151,3.95,72,279,16,40
1523,5.0,320,1366,3.81,1421,3221,3808,201
1524,5.0,1636,838,3.68,78,170,130,36
1525,2.0,1349,43,4.05,16,169,17,7
1526,5.0,1636,95,3.51,13,9,10,12
1527,3.0,561,32,3.25,109,236,33,2
1528,5.0,168,7,2.58,2,10,0,0
1529,3.0,406,605,3.46,171,290,101,8
1530,3.0,941,11,4.25,3,14,0,0
1531,5.0,1636,155,4.61,31,784,10,12
1532,2.0,557,96,3.84,12,25,2,13
1533,5.0,230,17,4.12,6,22,6,0
1534,5.0,1636,4312,3.79,21,434,23,393
1535,4.0,654,103,3.89,600,679,586,27
1536,3.0,941,69,2.97,1,38,2,0
1537,4.0,191,64,3.31,0,160,17,5
1538,2.0,1852,36,3.98,23,40,20,4
1539,3.0,561,36,3.98,23,40,20,4
1540,4.0,455,1182,3.55,27353,27341,27310,445
1541,4.0,191,20,3.9,29,28,18,2
1542,5.0,1636,2179,3.54,48252,59157,69788,762
1543,3.0,941,115,3.55,2,18,0,2
1544,3.0,1225,35,3.95,3,10,2,2
1545,4.0,654,152,3.89,6,84,3,9
1546,1.0,559,98,3.22,2,5,1,3
1547,5.0,1636,213,4.07,19,36,18,22
1548,3.0,406,1049,3.72,17562,32484,30046,213
1549,3.0,1225,9,4.44,1,5,1,0
1550,3.0,406,621,3.51,75,291,103,64
1551,5.0,426,621,3.51,75,291,103,64
1552,3.0,733,1270,3.7,174,109,63,93
1553,5.0,326,10,3.7,2,5,1,4
1554,4.0,1138,554,3.28,31,45,30,56
1555,5.0,1935,554,3.28,31,45,30,56
1556,5.0,1636,447,3.84,250,303,32,28
1557,2.0,1852,63,3.85,13,39,17,11
1558,4.0,191,26,4.04,0,16,0,0
1559,3.0,561,59,2.7,2822,1268,1157,13
1560,5.0,326,59,2.7,2822,1268,1157,13
1561,4.0,191,8,3.22,0,11,0,2
1562,4.0,191,65,3.66,5,3,1,1
1563,4.0,455,433,3.07,4,70,18,16
1564,5.0,326,41,3.37,20,54,13,2
1565,5.0,326,5,4.8,1,1,2,3
1566,2.0,557,71,3.53,0,0,0,1
1567,2.0,1852,18,3.77,20,34,14,4
1568,5.0,326,18,3.77,20,34,14,4
1569,4.0,1022,48,4.23,3,13,4,4
1570,4.0,191,8,3.33,24,62,8,1
1571,3.0,406,258,3.68,48,225,9,16
1572,3.0,347,235,3.86,355,416,345,13
1573,2.0,1852,138,3.56,17,85,22,8
1574,3.0,941,9,4.22,4,8,1,1
1575,5.0,1636,215,4.77,169,168,167,70
1576,5.0,785,815,3.72,2946,3244,2968,284
1577,3.0,406,815,3.72,2946,3244,2968,284
1578,5.0,1636,1236,3.95,379,615,185,455
1579,4.0,1138,1236,3.95,379,615,185,455
1580,5.0,785,30,4.29,7,7,5,1
1581,5.0,320,465,3.24,358,910,932,57
1582,5.0,326,64,3.82,4,10,17,2
1583,4.0,1138,613,3.93,17,4,5,23
1584,4.0,99,97,3.65,7,73,11,4
1585,4.0,191,241,3.51,112,255,666,14
1586,4.0,455,867,3.77,321,477,383,88
1587,3.0,406,398,4.03,60,132,9,30
1588,3.0,941,27,3.81,0,1,1,1
1589,5.0,326,11,4.5,4,5,4,1
1590,4.0,1138,280,4.18,1791,2039,1858,31
1591,5.0,326,3,3.5,1,1,1,0
1592,2.0,1852,87,4.17,41,52,41,23
1593,4.0,191,84,4.37,5103,5578,5134,72
1594,3.0,494,84,4.37,5103,5578,5134,72
1595,3.0,561,88,3.51,23,24,18,10
1596,2.0,737,44,4.05,30,66,54,7
1597,3.0,561,48,3.63,17,56,17,5
1598,2.0,185,97,3.48,23,71,8,4
1599,2.0,1852,61,4.53,24,131,142,11
1600,4.0,1138,61,4.53,24,131,142,11
1601,2.0,1852,74,4.31,11,26,12,17
1602,3.0,941,9,4.4,3,7,4,4
1603,5.0,230,30,4.9,0,21,1,2
1604,5.0,326,393,3.8,119,243,22,31
1605,3.0,733,853,4.09,239,372,355,128
1606,4.0,191,9,3.1,1,4,1,1
1607,3.0,1225,59,3.8,2,1,0,3
1608,2.0,1852,134,3.64,103,120,96,30
1609,3.0,561,134,3.64,103,120,96,30
1610,3.0,406,819,3.76,51,521,204,82
1611,5.0,1636,1494,3.94,201,292,232,72
1612,5.0,1636,576,3.73,1159,6836,1202,69
1613,5.0,326,41,2.96,23,72,29,3
1614,4.0,191,1115,4.17,6940,17818,13866,372
1615,2.0,1852,120,4.1,22,10,6,48
1616,4.0,1022,9,3.33,1,3,0,1
1617,3.0,347,1089,3.7,22,52,9,89
1618,4.0,1026,174,3.19,7,47,15,7
1619,5.0,320,227,4.02,58,21,21,20
1620,3.0,1225,27,3.79,1,2,0,7
1621,5.0,1582,498,3.73,600,2982,2874,103
1622,4.0,592,290,3.86,323,869,333,16
1623,1.0,559,143,3.59,21,4148,1808,27
1624,4.0,1022,15,4.61,16,34,3,3
1625,4.0,1138,401,3.38,407,1000,1147,51
1626,3.0,1225,22,4.05,4,8,5,6
1627,3.0,406,258,3.9,0,32,10,9
1628,5.0,1636,237,3.47,229,279,235,103
1629,5.0,326,5,3.52,4,2,1,1
1630,3.0,941,131,4.45,374,3484,3087,32
1631,4.0,1138,2100,3.57,586,692,460,107
1632,4.0,1138,446,3.99,1813,2118,1640,90
1633,3.0,561,446,3.99,1813,2118,1640,90
1634,5.0,326,197,3.41,97,161,181,4
1635,3.0,561,18,3.78,6,15,7,0
1636,3.0,561,4,3.0,1,4,0,2
1637,5.0,326,497,3.75,542,630,576,185
1638,4.0,1138,1062,3.41,18,38,16,221
1639,4.0,1022,184,4.06,2,49,20,10
1640,3.0,561,202,3.64,1280,4231,1698,15
1641,3.0,941,202,3.64,1280,4231,1698,15
1642,4.0,191,28,3.38,89,38,36,6
1643,3.0,1225,2,4.0,0,6,0,0
1644,5.0,108,5,4.67,0,0,0,0
1645,2.0,1852,325,3.86,144,314,169,50
1646,5.0,326,325,3.86,144,314,169,50
1647,3.0,561,325,3.86,144,314,169,50
1648,4.0,1026,325,3.86,144,314,169,50
1649,2.0,1852,460,3.69,54,325,672,18
1650,2.0,1852,107,3.59,456,1044,179,11
1651,4.0,1138,623,3.88,1796,2619,2307,61
1652,3.0,941,30,4.36,0,7,6,1
1653,2.0,1852,77,3.96,2641,2884,2948,68
1654,3.0,1225,77,3.96,2641,2884,2948,68
1655,3.0,561,77,3.96,2641,2884,2948,68
1656,3.0,941,77,3.96,2641,2884,2948,68
1657,4.0,1026,77,3.96,2641,2884,2948,68
1658,1.0,380,77,3.96,2641,2884,2948,68
1659,2.0,596,131,4.13,12,38,1,51
1660,3.0,1225,39,3.77,1,1,0,2
1661,4.0,364,26,3.62,2,9,2,1
1662,3.0,561,71,4.35,25,81,46,14
1663,3.0,561,9,4.56,10,47,9,0
1664,3.0,733,672,3.72,462,925,792,64
1665,5.0,293,20,4.05,8,17,3,1
1666,5.0,1636,445,3.69,107,660,282,469
1667,5.0,1636,379,3.51,20,59,23,17
1668,3.0,347,1044,3.61,1433,1454,1691,197
1669,4.0,1010,9,3.78,1,0,1,0
1670,4.0,1138,720,4.06,474,460,435,50
1671,3.0,941,720,4.06,474,460,435,50
1672,5.0,326,25,3.71,39,30,29,8
1673,2.0,596,18,5.0,2,6,1,2
1674,4.0,191,27,4.07,13,94,7,12
1675,3.0,941,54,4.24,25,102,37,5
1676,2.0,1852,53,3.8,2,15,7,10
1677,3.0,561,282,3.68,0,0,0,6
1678,4.0,455,779,3.99,733,841,751,56
1679,1.0,559,195,4.08,69,272,21,15
1680,4.0,322,195,4.08,69,272,21,15
1681,5.0,326,28,4.65,72,80,76,3
1682,2.0,737,18,3.89,0,0,0,0
1683,4.0,1026,16,3.61,40,58,24,2
1684,4.0,191,66,3.79,0,1,0,3
1685,5.0,1636,1051,3.69,101,122,108,121
1686,3.0,941,64,3.96,61,213,100,3
1687,3.0,1225,40,3.98,7,10,1,4
1688,3.0,561,309,3.97,412,1414,579,67
1689,5.0,1636,152,3.87,28,75,38,9
1690,4.0,1138,357,3.62,221,240,204,94
1691,4.0,455,264,3.39,46,54,28,30
1692,5.0,326,4,4.25,1,11,5,1
1693,5.0,1213,5,4.2,0,0,0,0
1694,3.0,733,219,3.79,993,852,948,36
1695,2.0,1852,45,4.58,0,6,1,26
1696,5.0,326,45,4.58,0,6,1,26
1697,1.0,559,77,4.44,12,54,21,9
1698,3.0,1225,28,4.2,11,19,10,8
1699,5.0,1213,12,3.67,23,182,60,6
1700,4.0,191,171,3.67,4,167,97,8
1701,5.0,1636,235,3.82,15,103,34,28
1702,5.0,1636,18,2.73,4,7,2,0
1703,4.0,1010,1,5.0,1,0,1,0
1704,5.0,320,185,3.55,2080,2271,2144,26
1705,2.0,1349,3,3.67,0,1,0,0
1706,5.0,207,7,4.71,0,0,0,0
1707,5.0,326,203,3.89,94,166,89,41
1708,3.0,1225,203,3.89,94,166,89,41
1709,5.0,1636,812,3.85,10853,15363,15047,192
1710,4.0,191,56,4.2,24,45,27,12
1711,3.0,733,501,3.7,579,1584,617,50
1712,5.0,1636,527,3.77,6,5,6,16
1713,5.0,326,76,3.94,13,105,20,5
1714,4.0,191,11,4.36,0,0,0,3
1715,3.0,347,420,3.72,79,109,94,56
1716,4.0,191,14,4.14,77,112,124,4
1717,4.0,191,21,4.48,4,15,4,0
1718,4.0,268,74,3.79,27,65,185,18
1719,4.0,1138,1087,3.57,27442,42000,40822,413
1720,5.0,1636,1087,3.57,27442,42000,40822,413
1721,3.0,1225,14,3.61,0,4,0,0
1722,5.0,293,8,4.3,0,0,0,1
1723,4.0,191,93,3.72,0,2,0,0
1724,5.0,1636,132,3.75,8,22,6,12
1725,5.0,785,278,3.95,153,153,132,68
1726,4.0,1010,278,3.95,153,153,132,68
1727,3.0,941,184,3.34,271,762,680,30
1728,3.0,941,21,4.4,1,0,0,3
1729,3.0,1225,21,4.4,1,0,0,3
1730,5.0,326,21,4.4,1,0,0,3
1731,3.0,941,286,4.16,2,19,0,17
1732,5.0,1636,1664,3.55,18389,18604,18608,195
1733,3.0,561,22,2.42,3,3,0,0
1734,3.0,941,41,4.48,0,5,0,1
1735,3.0,941,142,4.45,2,88,3,7
1736,4.0,99,23,4.23,11,50,51,11
1737,4.0,654,173,4.57,7802,8658,7658,70
1738,5.0,108,71,3.37,13,28,2,11
1739,3.0,561,71,3.37,13,28,2,11
1740,3.0,561,589,3.27,3245,10563,11034,129
1741,5.0,326,589,3.27,3245,10563,11034,129
1742,3.0,406,589,3.27,3245,10563,11034,129
1743,4.0,455,589,3.27,3245,10563,11034,129
1744,4.0,191,37,3.65,1,5,0,9
1745,3.0,561,270,3.59,56,128,137,18
1746,3.0,1225,215,4.32,758,1514,902,38
1747,4.0,1026,215,4.32,758,1514,902,38
1748,4.0,1022,132,4.24,91,288,130,17
1749,4.0,1026,55,4.02,3,23,7,2
1750,2.0,1218,50,2.64,2,12,0,0
1751,3.0,941,6,3.5,0,1,0,3
1752,3.0,1225,6,3.5,0,1,0,3
1753,3.0,941,16,3.0,1,2,0,0
1754,5.0,1636,67,4.09,1,2,0,6
1755,3.0,1225,26,3.85,3,62,10,3
1756,4.0,268,72,2.83,14,27,5,4
1757,3.0,941,20,3.46,0,0,2,1
1758,3.0,1225,76,3.97,1,0,8,0
1759,3.0,561,41,3.87,79,296,68,6
1760,5.0,1636,84,3.86,22,39,6,39
1761,3.0,561,20,3.65,18,8,11,3
1762,4.0,191,152,3.88,118,279,155,31
1763,3.0,406,57,3.93,2,18,0,5
1764,3.0,561,5,4.8,0,0,0,0
1765,3.0,1225,14,4.5,4,6,2,1
1766,2.0,557,41,3.6,1,3,1,7
1767,5.0,785,482,3.83,1036,1379,1249,31
1768,5.0,320,133,3.52,192,213,214,19
1769,5.0,326,31,3.35,3,6,1,0
1770,1.0,380,35,3.92,1,21,9,7
1771,2.0,557,491,4.25,14,15,6,80
